"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CHE","Switzerland","T_EMPTO","Total employment (number of persons employed) ","GRW","Annual growth/change","2000","2000","PC","Percentage","0","Units",,,0.976776,,
"CHE","Switzerland","T_EMPTO","Total employment (number of persons employed) ","GRW","Annual growth/change","2001","2001","PC","Percentage","0","Units",,,1.66358,,
"CHE","Switzerland","T_EMPTO","Total employment (number of persons employed) ","GRW","Annual growth/change","2002","2002","PC","Percentage","0","Units",,,0.714542,,
"CHE","Switzerland","T_EMPTO","Total employment (number of persons employed) ","GRW","Annual growth/change","2003","2003","PC","Percentage","0","Units",,,-0.356772,,
"CHE","Switzerland","T_EMPTO","Total employment (number of persons employed) ","GRW","Annual growth/change","2004","2004","PC","Percentage","0","Units",,,0.276537,,
"CHE","Switzerland","T_EMPTO","Total employment (number of persons employed) ","GRW","Annual growth/change","2005","2005","PC","Percentage","0","Units",,,0.73153,,
"CHE","Switzerland","T_EMPTO","Total employment (number of persons employed) ","GRW","Annual growth/change","2006","2006","PC","Percentage","0","Units",,,2.177945,,
"CHE","Switzerland","T_EMPTO","Total employment (number of persons employed) ","GRW","Annual growth/change","2007","2007","PC","Percentage","0","Units",,,2.581914,,
"CHE","Switzerland","T_EMPTO","Total employment (number of persons employed) ","GRW","Annual growth/change","2008","2008","PC","Percentage","0","Units",,,2.393693,,
"CHE","Switzerland","T_EMPTO","Total employment (number of persons employed) ","GRW","Annual growth/change","2009","2009","PC","Percentage","0","Units",,,0.468766,,
"CHE","Switzerland","T_EMPTO","Total employment (number of persons employed) ","GRW","Annual growth/change","2010","2010","PC","Percentage","0","Units",,,0.236511,,
"CHE","Switzerland","T_EMPTO","Total employment (number of persons employed) ","GRW","Annual growth/change","2011","2011","PC","Percentage","0","Units",,,2.548485,,
"CHE","Switzerland","T_EMPTO","Total employment (number of persons employed) ","GRW","Annual growth/change","2012","2012","PC","Percentage","0","Units",,,1.748615,,
"CHE","Switzerland","T_EMPTO","Total employment (number of persons employed) ","GRW","Annual growth/change","2013","2013","PC","Percentage","0","Units",,,1.262928,,
"CHE","Switzerland","T_EMPTO","Total employment (number of persons employed) ","GRW","Annual growth/change","2014","2014","PC","Percentage","0","Units",,,1.875252,,
"CHE","Switzerland","T_EMPTO","Total employment (number of persons employed) ","GRW","Annual growth/change","2015","2015","PC","Percentage","0","Units",,,1.511675,,
"CHE","Switzerland","T_EMPTO","Total employment (number of persons employed) ","GRW","Annual growth/change","2016","2016","PC","Percentage","0","Units",,,1.38972,,
"CHE","Switzerland","T_EMPTO","Total employment (number of persons employed) ","GRW","Annual growth/change","2017","2017","PC","Percentage","0","Units",,,0.916749,,
"CHE","Switzerland","T_EMPTO","Total employment (number of persons employed) ","GRW","Annual growth/change","2018","2018","PC","Percentage","0","Units",,,0.919907,,
"CHE","Switzerland","T_EMPTO","Total employment (number of persons employed) ","GRW","Annual growth/change","2019","2019","PC","Percentage","0","Units",,,0.752684,,
"IRL","Ireland","T_GDPEMP_V","GDP per person employed, constant prices","GRW","Annual growth/change","1971","1971","PC","Percentage","0","Units",,,2.294425,,
"IRL","Ireland","T_GDPEMP_V","GDP per person employed, constant prices","GRW","Annual growth/change","1972","1972","PC","Percentage","0","Units",,,7.815869,,
"IRL","Ireland","T_GDPEMP_V","GDP per person employed, constant prices","GRW","Annual growth/change","1973","1973","PC","Percentage","0","Units",,,3.249245,,
"IRL","Ireland","T_GDPEMP_V","GDP per person employed, constant prices","GRW","Annual growth/change","1974","1974","PC","Percentage","0","Units",,,2.814846,,
"IRL","Ireland","T_GDPEMP_V","GDP per person employed, constant prices","GRW","Annual growth/change","1975","1975","PC","Percentage","0","Units",,,6.48332,,
"IRL","Ireland","T_GDPEMP_V","GDP per person employed, constant prices","GRW","Annual growth/change","1976","1976","PC","Percentage","0","Units",,,2.309647,,
"IRL","Ireland","T_GDPEMP_V","GDP per person employed, constant prices","GRW","Annual growth/change","1977","1977","PC","Percentage","0","Units",,,4.879599,,
"IRL","Ireland","T_GDPEMP_V","GDP per person employed, constant prices","GRW","Annual growth/change","1978","1978","PC","Percentage","0","Units",,,6.00864,,
"IRL","Ireland","T_GDPEMP_V","GDP per person employed, constant prices","GRW","Annual growth/change","1979","1979","PC","Percentage","0","Units",,,-1.936171,,
"IRL","Ireland","T_GDPEMP_V","GDP per person employed, constant prices","GRW","Annual growth/change","1980","1980","PC","Percentage","0","Units",,,4.033438,,
"IRL","Ireland","T_GDPEMP_V","GDP per person employed, constant prices","GRW","Annual growth/change","1981","1981","PC","Percentage","0","Units",,,3.630009,,
"IRL","Ireland","T_GDPEMP_V","GDP per person employed, constant prices","GRW","Annual growth/change","1982","1982","PC","Percentage","0","Units",,,2.693317,,
"IRL","Ireland","T_GDPEMP_V","GDP per person employed, constant prices","GRW","Annual growth/change","1983","1983","PC","Percentage","0","Units",,,0.64113,,
"IRL","Ireland","T_GDPEMP_V","GDP per person employed, constant prices","GRW","Annual growth/change","1984","1984","PC","Percentage","0","Units",,,6.306928,,
"IRL","Ireland","T_GDPEMP_V","GDP per person employed, constant prices","GRW","Annual growth/change","1985","1985","PC","Percentage","0","Units",,,3.539819,,
"IRL","Ireland","T_GDPEMP_V","GDP per person employed, constant prices","GRW","Annual growth/change","1986","1986","PC","Percentage","0","Units",,,0.184251,,
"IRL","Ireland","T_GDPEMP_V","GDP per person employed, constant prices","GRW","Annual growth/change","1987","1987","PC","Percentage","0","Units",,,4.041834,,
"IRL","Ireland","T_GDPEMP_V","GDP per person employed, constant prices","GRW","Annual growth/change","1988","1988","PC","Percentage","0","Units",,,5.179577,,
"IRL","Ireland","T_GDPEMP_V","GDP per person employed, constant prices","GRW","Annual growth/change","1989","1989","PC","Percentage","0","Units",,,5.937733,,
"IRL","Ireland","T_GDPEMP_V","GDP per person employed, constant prices","GRW","Annual growth/change","1990","1990","PC","Percentage","0","Units",,,3.920588,,
"IRL","Ireland","T_GDPEMP_V","GDP per person employed, constant prices","GRW","Annual growth/change","1991","1991","PC","Percentage","0","Units",,,2.26476,,
"IRL","Ireland","T_GDPEMP_V","GDP per person employed, constant prices","GRW","Annual growth/change","1992","1992","PC","Percentage","0","Units",,,2.527172,,
"IRL","Ireland","T_GDPEMP_V","GDP per person employed, constant prices","GRW","Annual growth/change","1993","1993","PC","Percentage","0","Units",,,1.155737,,
"IRL","Ireland","T_GDPEMP_V","GDP per person employed, constant prices","GRW","Annual growth/change","1994","1994","PC","Percentage","0","Units",,,2.438507,,
"IRL","Ireland","T_GDPEMP_V","GDP per person employed, constant prices","GRW","Annual growth/change","1995","1995","PC","Percentage","0","Units",,,4.483007,"E","Estimated value"
"IRL","Ireland","T_GDPEMP_V","GDP per person employed, constant prices","GRW","Annual growth/change","1996","1996","PC","Percentage","0","Units",,,3.584668,"E","Estimated value"
"IRL","Ireland","T_GDPEMP_V","GDP per person employed, constant prices","GRW","Annual growth/change","1997","1997","PC","Percentage","0","Units",,,6.711707,"E","Estimated value"
"IRL","Ireland","T_GDPEMP_V","GDP per person employed, constant prices","GRW","Annual growth/change","1998","1998","PC","Percentage","0","Units",,,1.966451,"B","Break"
"IRL","Ireland","T_GDPEMP_V","GDP per person employed, constant prices","GRW","Annual growth/change","1999","1999","PC","Percentage","0","Units",,,3.787071,,
"IRL","Ireland","T_GDPEMP_V","GDP per person employed, constant prices","GRW","Annual growth/change","2000","2000","PC","Percentage","0","Units",,,4.750527,,
"IRL","Ireland","T_GDPEMP_V","GDP per person employed, constant prices","GRW","Annual growth/change","2001","2001","PC","Percentage","0","Units",,,2.100948,,
"IRL","Ireland","T_GDPEMP_V","GDP per person employed, constant prices","GRW","Annual growth/change","2002","2002","PC","Percentage","0","Units",,,4.279798,,
"IRL","Ireland","T_GDPEMP_V","GDP per person employed, constant prices","GRW","Annual growth/change","2003","2003","PC","Percentage","0","Units",,,1.14239,,
"IRL","Ireland","T_GDPEMP_V","GDP per person employed, constant prices","GRW","Annual growth/change","2004","2004","PC","Percentage","0","Units",,,3.219761,,
"IRL","Ireland","T_GDPEMP_V","GDP per person employed, constant prices","GRW","Annual growth/change","2005","2005","PC","Percentage","0","Units",,,0.750985,,
"IRL","Ireland","T_GDPEMP_V","GDP per person employed, constant prices","GRW","Annual growth/change","2006","2006","PC","Percentage","0","Units",,,0.428948,,
"IRL","Ireland","T_GDPEMP_V","GDP per person employed, constant prices","GRW","Annual growth/change","2007","2007","PC","Percentage","0","Units",,,0.913327,,
"IRL","Ireland","T_GDPEMP_V","GDP per person employed, constant prices","GRW","Annual growth/change","2008","2008","PC","Percentage","0","Units",,,-3.875347,,
"IRL","Ireland","T_GDPEMP_V","GDP per person employed, constant prices","GRW","Annual growth/change","2009","2009","PC","Percentage","0","Units",,,2.996527,,
"IRL","Ireland","T_GDPEMP_V","GDP per person employed, constant prices","GRW","Annual growth/change","2010","2010","PC","Percentage","0","Units",,,6.126482,"B","Break"
"IRL","Ireland","T_GDPEMP_V","GDP per person employed, constant prices","GRW","Annual growth/change","2011","2011","PC","Percentage","0","Units",,,2.555269,,
"IRL","Ireland","T_GDPEMP_V","GDP per person employed, constant prices","GRW","Annual growth/change","2012","2012","PC","Percentage","0","Units",,,0.776685,,
"IRL","Ireland","T_GDPEMP_V","GDP per person employed, constant prices","GRW","Annual growth/change","2013","2013","PC","Percentage","0","Units",,,-1.551123,,
"IRL","Ireland","T_GDPEMP_V","GDP per person employed, constant prices","GRW","Annual growth/change","2014","2014","PC","Percentage","0","Units",,,5.702354,,
"IRL","Ireland","T_GDPEMP_V","GDP per person employed, constant prices","GRW","Annual growth/change","2015","2015","PC","Percentage","0","Units",,,20.792372,,
"IRL","Ireland","T_GDPEMP_V","GDP per person employed, constant prices","GRW","Annual growth/change","2016","2016","PC","Percentage","0","Units",,,-0.037609,,
"IRL","Ireland","T_GDPEMP_V","GDP per person employed, constant prices","GRW","Annual growth/change","2017","2017","PC","Percentage","0","Units",,,4.981591,,
"IRL","Ireland","T_GDPEMP_V","GDP per person employed, constant prices","GRW","Annual growth/change","2018","2018","PC","Percentage","0","Units",,,4.849475,,
"IRL","Ireland","T_GDPEMP_V","GDP per person employed, constant prices","GRW","Annual growth/change","2019","2019","PC","Percentage","0","Units",,,2.590283,,
"FIN","Finland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","1971","1971","PC","Percentage","0","Units",,,-1.77268,,
"FIN","Finland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","1972","1972","PC","Percentage","0","Units",,,-0.796178,,
"FIN","Finland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","1973","1973","PC","Percentage","0","Units",,,-0.856073,,
"FIN","Finland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","1974","1974","PC","Percentage","0","Units",,,-0.269833,,
"FIN","Finland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","1975","1975","PC","Percentage","0","Units",,,-3.733766,,
"FIN","Finland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","1976","1976","PC","Percentage","0","Units",,,-0.168634,,
"FIN","Finland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","1977","1977","PC","Percentage","0","Units",,,-0.394144,,
"FIN","Finland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","1978","1978","PC","Percentage","0","Units",,,0.282646,,
"FIN","Finland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","1979","1979","PC","Percentage","0","Units",,,-1.296505,,
"FIN","Finland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","1980","1980","PC","Percentage","0","Units",,,-1.085094,,
"FIN","Finland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","1981","1981","PC","Percentage","0","Units",,,-0.34642,,
"FIN","Finland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","1982","1982","PC","Percentage","0","Units",,,-0.405562,,
"FIN","Finland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","1983","1983","PC","Percentage","0","Units",,,-0.581734,,
"FIN","Finland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","1984","1984","PC","Percentage","0","Units",,,-0.234055,,
"FIN","Finland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","1985","1985","PC","Percentage","0","Units",,,-0.351906,,
"FIN","Finland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","1986","1986","PC","Percentage","0","Units",,,-0.94173,,
"FIN","Finland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","1987","1987","PC","Percentage","0","Units",,,0.415924,,
"FIN","Finland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","1988","1988","PC","Percentage","0","Units",,,0.236686,,
"FIN","Finland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","1989","1989","PC","Percentage","0","Units",,,0,,
"FIN","Finland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","1990","1990","PC","Percentage","0","Units",,,-1.357733,,
"FIN","Finland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","1991","1991","PC","Percentage","0","Units",,,-1.137044,,
"FIN","Finland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","1992","1992","PC","Percentage","0","Units",,,0,,
"FIN","Finland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","1993","1993","PC","Percentage","0","Units",,,-0.060533,,
"FIN","Finland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","1994","1994","PC","Percentage","0","Units",,,1.211387,,
"FIN","Finland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","1995","1995","PC","Percentage","0","Units",,,0.359066,,
"FIN","Finland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","1996","1996","PC","Percentage","0","Units",,,-0.119261,,
"FIN","Finland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","1997","1997","PC","Percentage","0","Units",,,-0.238806,,
"FIN","Finland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","1998","1998","PC","Percentage","0","Units",,,-0.598444,,
"FIN","Finland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","1999","1999","PC","Percentage","0","Units",,,0,,
"FIN","Finland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","2000","2000","PC","Percentage","0","Units",,,-0.662252,,
"FIN","Finland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","2001","2001","PC","Percentage","0","Units",,,-0.848485,,
"FIN","Finland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","2002","2002","PC","Percentage","0","Units",,,-0.488998,,
"FIN","Finland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","2003","2003","PC","Percentage","0","Units",,,-0.307125,,
"FIN","Finland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","2004","2004","PC","Percentage","0","Units",,,0.061614,,
"FIN","Finland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","2005","2005","PC","Percentage","0","Units",,,-0.67734,,
"FIN","Finland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","2006","2006","PC","Percentage","0","Units",,,-0.309981,,
"FIN","Finland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","2007","2007","PC","Percentage","0","Units",,,-0.186567,,
"FIN","Finland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","2008","2008","PC","Percentage","0","Units",,,-0.249221,,
"FIN","Finland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","2009","2009","PC","Percentage","0","Units",,,-1.31168,,
"FIN","Finland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","2010","2010","PC","Percentage","0","Units",,,0.316456,,
"FIN","Finland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","2011","2011","PC","Percentage","0","Units",,,-0.44164,,
"FIN","Finland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","2012","2012","PC","Percentage","0","Units",,,-0.633714,,
"FIN","Finland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","2013","2013","PC","Percentage","0","Units",,,-0.510204,,
"FIN","Finland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","2014","2014","PC","Percentage","0","Units",,,-0.128205,,
"FIN","Finland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","2015","2015","PC","Percentage","0","Units",,,-0.192555,,
"FIN","Finland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","2016","2016","PC","Percentage","0","Units",,,0,,
"FIN","Finland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","2017","2017","PC","Percentage","0","Units",,,-0.385852,,
"FIN","Finland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","2018","2018","PC","Percentage","0","Units",,,-0.193673,,
"FIN","Finland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","2019","2019","PC","Percentage","0","Units",,,-0.388098,,
"TUR","Turkey","T_GDPHRS_V","GDP per hour worked, constant prices ","GRW","Annual growth/change","1971","1971","PC","Percentage","0","Units",,,4.246055,,
"TUR","Turkey","T_GDPHRS_V","GDP per hour worked, constant prices ","GRW","Annual growth/change","1972","1972","PC","Percentage","0","Units",,,4.951682,,
"TUR","Turkey","T_GDPHRS_V","GDP per hour worked, constant prices ","GRW","Annual growth/change","1973","1973","PC","Percentage","0","Units",,,1.805508,,
"TUR","Turkey","T_GDPHRS_V","GDP per hour worked, constant prices ","GRW","Annual growth/change","1974","1974","PC","Percentage","0","Units",,,3.770506,,
"TUR","Turkey","T_GDPHRS_V","GDP per hour worked, constant prices ","GRW","Annual growth/change","1975","1975","PC","Percentage","0","Units",,,6.7116,,
"TUR","Turkey","T_GDPHRS_V","GDP per hour worked, constant prices ","GRW","Annual growth/change","1976","1976","PC","Percentage","0","Units",,,9.814435,,
"TUR","Turkey","T_GDPHRS_V","GDP per hour worked, constant prices ","GRW","Annual growth/change","1977","1977","PC","Percentage","0","Units",,,1.042407,,
"TUR","Turkey","T_GDPHRS_V","GDP per hour worked, constant prices ","GRW","Annual growth/change","1978","1978","PC","Percentage","0","Units",,,0.988562,,
"TUR","Turkey","T_GDPHRS_V","GDP per hour worked, constant prices ","GRW","Annual growth/change","1979","1979","PC","Percentage","0","Units",,,-1.247735,,
"TUR","Turkey","T_GDPHRS_V","GDP per hour worked, constant prices ","GRW","Annual growth/change","1980","1980","PC","Percentage","0","Units",,,-3.287561,,
"TUR","Turkey","T_GDPHRS_V","GDP per hour worked, constant prices ","GRW","Annual growth/change","1981","1981","PC","Percentage","0","Units",,,4.353405,,
"TUR","Turkey","T_GDPHRS_V","GDP per hour worked, constant prices ","GRW","Annual growth/change","1982","1982","PC","Percentage","0","Units",,,2.883099,,
"TUR","Turkey","T_GDPHRS_V","GDP per hour worked, constant prices ","GRW","Annual growth/change","1983","1983","PC","Percentage","0","Units",,,4.370971,,
"TUR","Turkey","T_GDPHRS_V","GDP per hour worked, constant prices ","GRW","Annual growth/change","1984","1984","PC","Percentage","0","Units",,,8.726142,,
"TUR","Turkey","T_GDPHRS_V","GDP per hour worked, constant prices ","GRW","Annual growth/change","1985","1985","PC","Percentage","0","Units",,,1.087869,,
"TUR","Turkey","T_GDPHRS_V","GDP per hour worked, constant prices ","GRW","Annual growth/change","1986","1986","PC","Percentage","0","Units",,,5.95492,,
"TUR","Turkey","T_GDPHRS_V","GDP per hour worked, constant prices ","GRW","Annual growth/change","1987","1987","PC","Percentage","0","Units",,,9.351028,,
"TUR","Turkey","T_GDPHRS_V","GDP per hour worked, constant prices ","GRW","Annual growth/change","1988","1988","PC","Percentage","0","Units",,,1.010171,,
"TUR","Turkey","T_GDPHRS_V","GDP per hour worked, constant prices ","GRW","Annual growth/change","1989","1989","PC","Percentage","0","Units",,,-3.819745,,
"TUR","Turkey","T_GDPHRS_V","GDP per hour worked, constant prices ","GRW","Annual growth/change","1990","1990","PC","Percentage","0","Units",,,7.499425,,
"TUR","Turkey","T_GDPHRS_V","GDP per hour worked, constant prices ","GRW","Annual growth/change","1991","1991","PC","Percentage","0","Units",,,-3.10648,,
"TUR","Turkey","T_GDPHRS_V","GDP per hour worked, constant prices ","GRW","Annual growth/change","1992","1992","PC","Percentage","0","Units",,,3.575516,,
"TUR","Turkey","T_GDPHRS_V","GDP per hour worked, constant prices ","GRW","Annual growth/change","1993","1993","PC","Percentage","0","Units",,,12.316833,,
"TUR","Turkey","T_GDPHRS_V","GDP per hour worked, constant prices ","GRW","Annual growth/change","1994","1994","PC","Percentage","0","Units",,,-10.959294,,
"TUR","Turkey","T_GDPHRS_V","GDP per hour worked, constant prices ","GRW","Annual growth/change","1995","1995","PC","Percentage","0","Units",,,4.798439,,
"TUR","Turkey","T_GDPHRS_V","GDP per hour worked, constant prices ","GRW","Annual growth/change","1996","1996","PC","Percentage","0","Units",,,3.126822,,
"TUR","Turkey","T_GDPHRS_V","GDP per hour worked, constant prices ","GRW","Annual growth/change","1997","1997","PC","Percentage","0","Units",,,8.275499,,
"TUR","Turkey","T_GDPHRS_V","GDP per hour worked, constant prices ","GRW","Annual growth/change","1998","1998","PC","Percentage","0","Units",,,0.115928,,
"TUR","Turkey","T_GDPHRS_V","GDP per hour worked, constant prices ","GRW","Annual growth/change","1999","1999","PC","Percentage","0","Units",,,-6.575015,,
"TUR","Turkey","T_GDPHRS_V","GDP per hour worked, constant prices ","GRW","Annual growth/change","2000","2000","PC","Percentage","0","Units",,,8.220812,,
"TUR","Turkey","T_GDPHRS_V","GDP per hour worked, constant prices ","GRW","Annual growth/change","2001","2001","PC","Percentage","0","Units",,,-6.172571,,
"TUR","Turkey","T_GDPHRS_V","GDP per hour worked, constant prices ","GRW","Annual growth/change","2002","2002","PC","Percentage","0","Units",,,6.700435,,
"TUR","Turkey","T_GDPHRS_V","GDP per hour worked, constant prices ","GRW","Annual growth/change","2003","2003","PC","Percentage","0","Units",,,6.443466,,
"TUR","Turkey","T_GDPHRS_V","GDP per hour worked, constant prices ","GRW","Annual growth/change","2004","2004","PC","Percentage","0","Units",,,8.987855,,
"TUR","Turkey","T_GDPHRS_V","GDP per hour worked, constant prices ","GRW","Annual growth/change","2005","2005","PC","Percentage","0","Units",,,5.712168,,
"TUR","Turkey","T_GDPHRS_V","GDP per hour worked, constant prices ","GRW","Annual growth/change","2006","2006","PC","Percentage","0","Units",,,4.858724,,
"TUR","Turkey","T_GDPHRS_V","GDP per hour worked, constant prices ","GRW","Annual growth/change","2007","2007","PC","Percentage","0","Units",,,5.300473,,
"TUR","Turkey","T_GDPHRS_V","GDP per hour worked, constant prices ","GRW","Annual growth/change","2008","2008","PC","Percentage","0","Units",,,-0.301991,,
"TUR","Turkey","T_GDPHRS_V","GDP per hour worked, constant prices ","GRW","Annual growth/change","2009","2009","PC","Percentage","0","Units",,,-4.004905,,
"TUR","Turkey","T_GDPHRS_V","GDP per hour worked, constant prices ","GRW","Annual growth/change","2010","2010","PC","Percentage","0","Units",,,2.576706,,
"TUR","Turkey","T_GDPHRS_V","GDP per hour worked, constant prices ","GRW","Annual growth/change","2011","2011","PC","Percentage","0","Units",,,5.416467,,
"TUR","Turkey","T_GDPHRS_V","GDP per hour worked, constant prices ","GRW","Annual growth/change","2012","2012","PC","Percentage","0","Units",,,2.095774,,
"TUR","Turkey","T_GDPHRS_V","GDP per hour worked, constant prices ","GRW","Annual growth/change","2013","2013","PC","Percentage","0","Units",,,6.756479,,
"TUR","Turkey","T_GDPHRS_V","GDP per hour worked, constant prices ","GRW","Annual growth/change","2014","2014","PC","Percentage","0","Units",,,0.027709,"E","Estimated value"
"TUR","Turkey","T_GDPHRS_V","GDP per hour worked, constant prices ","GRW","Annual growth/change","2015","2015","PC","Percentage","0","Units",,,3.22027,"E","Estimated value"
"TUR","Turkey","T_GDPHRS_V","GDP per hour worked, constant prices ","GRW","Annual growth/change","2016","2016","PC","Percentage","0","Units",,,0.98829,"E","Estimated value"
"TUR","Turkey","T_GDPHRS_V","GDP per hour worked, constant prices ","GRW","Annual growth/change","2017","2017","PC","Percentage","0","Units",,,3.763945,"E","Estimated value"
"TUR","Turkey","T_GDPHRS_V","GDP per hour worked, constant prices ","GRW","Annual growth/change","2018","2018","PC","Percentage","0","Units",,,0.914394,"E","Estimated value"
"TUR","Turkey","T_GDPHRS_V","GDP per hour worked, constant prices ","GRW","Annual growth/change","2019","2019","PC","Percentage","0","Units",,,3.182015,"E","Estimated value"
"ISL","Iceland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","1971","1971","PC","Percentage","0","Units",,,-1.944075,,
"ISL","Iceland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","1972","1972","PC","Percentage","0","Units",,,-1.705037,,
"ISL","Iceland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","1973","1973","PC","Percentage","0","Units",,,-0.912679,,
"ISL","Iceland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","1974","1974","PC","Percentage","0","Units",,,-1.308907,,
"ISL","Iceland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","1975","1975","PC","Percentage","0","Units",,,-1.327895,,
"ISL","Iceland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","1976","1976","PC","Percentage","0","Units",,,-1.495175,,
"ISL","Iceland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","1977","1977","PC","Percentage","0","Units",,,-2.323119,,
"ISL","Iceland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","1978","1978","PC","Percentage","0","Units",,,-2.177694,,
"ISL","Iceland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","1979","1979","PC","Percentage","0","Units",,,-0.743715,,
"ISL","Iceland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","1980","1980","PC","Percentage","0","Units",,,-0.586817,,
"ISL","Iceland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","1981","1981","PC","Percentage","0","Units",,,-0.37625,,
"ISL","Iceland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","1982","1982","PC","Percentage","0","Units",,,0.160919,,
"ISL","Iceland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","1983","1983","PC","Percentage","0","Units",,,0.000801,,
"ISL","Iceland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","1984","1984","PC","Percentage","0","Units",,,-0.107837,,
"ISL","Iceland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","1985","1985","PC","Percentage","0","Units",,,-0.053318,,
"ISL","Iceland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","1986","1986","PC","Percentage","0","Units",,,-0.430173,,
"ISL","Iceland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","1987","1987","PC","Percentage","0","Units",,,-0.110034,,
"ISL","Iceland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","1988","1988","PC","Percentage","0","Units",,,0.433559,,
"ISL","Iceland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","1989","1989","PC","Percentage","0","Units",,,-0.267799,,
"ISL","Iceland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","1990","1990","PC","Percentage","0","Units",,,-0.594859,,
"ISL","Iceland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","1991","1991","PC","Percentage","0","Units",,,0.21377,,
"ISL","Iceland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","1992","1992","PC","Percentage","0","Units",,,0,,
"ISL","Iceland","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","1993","1993","PC","Percentage","0","Units",,,0.899281,,
