Country,Subject,Measure,Year,Unit,Value
Czech Republic,"GDP per capita, constant prices",Annual growth/change,2008,Percentage,1.6329049999999998
Czech Republic,"GDP per capita, constant prices",Annual growth/change,2009,Percentage,-5.218946
Czech Republic,"GDP per capita, constant prices",Annual growth/change,2010,Percentage,2.184056
Czech Republic,"GDP per capita, constant prices",Annual growth/change,2011,Percentage,1.959825
Czech Republic,"GDP per capita, constant prices",Annual growth/change,2012,Percentage,-0.9040889999999999
Czech Republic,"GDP per capita, constant prices",Annual growth/change,2013,Percentage,-0.059530999999999994
Czech Republic,"GDP per capita, constant prices",Annual growth/change,2014,Percentage,2.125453
Czech Republic,"GDP per capita, constant prices",Annual growth/change,2015,Percentage,5.206862
Czech Republic,"GDP per capita, constant prices",Annual growth/change,2016,Percentage,2.320453
Czech Republic,"GDP per capita, constant prices",Annual growth/change,2017,Percentage,4.927968
Czech Republic,"GDP per capita, constant prices",Annual growth/change,2018,Percentage,2.822981
Czech Republic,"GDP per capita, constant prices",Annual growth/change,2019,Percentage,1.92389
Japan,"GDP per hour worked, constant prices",Annual growth/change,1971,Percentage,4.151312
Japan,"GDP per hour worked, constant prices",Annual growth/change,1972,Percentage,8.385305
Japan,"GDP per hour worked, constant prices",Annual growth/change,1973,Percentage,6.9416080000000004
Japan,"GDP per hour worked, constant prices",Annual growth/change,1974,Percentage,2.162615
Japan,"GDP per hour worked, constant prices",Annual growth/change,1975,Percentage,4.569062000000001
Japan,"GDP per hour worked, constant prices",Annual growth/change,1976,Percentage,2.35569
Japan,"GDP per hour worked, constant prices",Annual growth/change,1977,Percentage,3.104367
Japan,"GDP per hour worked, constant prices",Annual growth/change,1978,Percentage,4.549739
Japan,"GDP per hour worked, constant prices",Annual growth/change,1979,Percentage,4.263001
Japan,"GDP per hour worked, constant prices",Annual growth/change,1980,Percentage,2.3519509999999997
Japan,"GDP per hour worked, constant prices",Annual growth/change,1981,Percentage,4.1578800000000005
Japan,"GDP per hour worked, constant prices",Annual growth/change,1982,Percentage,2.572493
Japan,"GDP per hour worked, constant prices",Annual growth/change,1983,Percentage,2.4175299999999997
Japan,"GDP per hour worked, constant prices",Annual growth/change,1984,Percentage,3.505062
Japan,"GDP per hour worked, constant prices",Annual growth/change,1985,Percentage,5.416186
Japan,"GDP per hour worked, constant prices",Annual growth/change,1986,Percentage,2.604874
Japan,"GDP per hour worked, constant prices",Annual growth/change,1987,Percentage,4.367179
Japan,"GDP per hour worked, constant prices",Annual growth/change,1988,Percentage,5.761273
Japan,"GDP per hour worked, constant prices",Annual growth/change,1989,Percentage,4.433577
Japan,"GDP per hour worked, constant prices",Annual growth/change,1990,Percentage,5.152038
Japan,"GDP per hour worked, constant prices",Annual growth/change,1991,Percentage,3.030392
Japan,"GDP per hour worked, constant prices",Annual growth/change,1992,Percentage,1.397504
Japan,"GDP per hour worked, constant prices",Annual growth/change,1993,Percentage,2.2284599999999997
Japan,"GDP per hour worked, constant prices",Annual growth/change,1994,Percentage,1.251463
Japan,"GDP per hour worked, constant prices",Annual growth/change,1995,Percentage,3.14989
Japan,"GDP per hour worked, constant prices",Annual growth/change,1996,Percentage,2.561823
Japan,"GDP per hour worked, constant prices",Annual growth/change,1997,Percentage,1.806975
Japan,"GDP per hour worked, constant prices",Annual growth/change,1998,Percentage,1.265772
Japan,"GDP per hour worked, constant prices",Annual growth/change,1999,Percentage,2.890818
Japan,"GDP per hour worked, constant prices",Annual growth/change,2000,Percentage,2.907725
Japan,"GDP per hour worked, constant prices",Annual growth/change,2001,Percentage,1.443459
Japan,"GDP per hour worked, constant prices",Annual growth/change,2002,Percentage,1.920119
Japan,"GDP per hour worked, constant prices",Annual growth/change,2003,Percentage,1.418412
Japan,"GDP per hour worked, constant prices",Annual growth/change,2004,Percentage,2.306995
Japan,"GDP per hour worked, constant prices",Annual growth/change,2005,Percentage,1.536241
Japan,"GDP per hour worked, constant prices",Annual growth/change,2006,Percentage,0.207999
Japan,"GDP per hour worked, constant prices",Annual growth/change,2007,Percentage,0.798351
Japan,"GDP per hour worked, constant prices",Annual growth/change,2008,Percentage,-0.16006199999999998
Japan,"GDP per hour worked, constant prices",Annual growth/change,2009,Percentage,-1.111018
Japan,"GDP per hour worked, constant prices",Annual growth/change,2010,Percentage,3.2665490000000004
Japan,"GDP per hour worked, constant prices",Annual growth/change,2011,Percentage,0.233283
Japan,"GDP per hour worked, constant prices",Annual growth/change,2012,Percentage,0.935003
Japan,"GDP per hour worked, constant prices",Annual growth/change,2013,Percentage,2.0647900000000003
Japan,"GDP per hour worked, constant prices",Annual growth/change,2014,Percentage,0.077187
Japan,"GDP per hour worked, constant prices",Annual growth/change,2015,Percentage,1.37205
Japan,"GDP per hour worked, constant prices",Annual growth/change,2016,Percentage,-0.137896
Japan,"GDP per hour worked, constant prices",Annual growth/change,2017,Percentage,1.4820149999999999
Japan,"GDP per hour worked, constant prices",Annual growth/change,2018,Percentage,0.381969
Japan,"GDP per hour worked, constant prices",Annual growth/change,2019,Percentage,1.9264830000000002
Luxembourg,"GDP per person employed, constant prices",Annual growth/change,1971,Percentage,-0.52559
Luxembourg,"GDP per person employed, constant prices",Annual growth/change,1972,Percentage,3.8005199999999997
Luxembourg,"GDP per person employed, constant prices",Annual growth/change,1973,Percentage,6.309539
Luxembourg,"GDP per person employed, constant prices",Annual growth/change,1974,Percentage,1.399541
Luxembourg,"GDP per person employed, constant prices",Annual growth/change,1975,Percentage,-7.698449
Luxembourg,"GDP per person employed, constant prices",Annual growth/change,1976,Percentage,2.664701
Luxembourg,"GDP per person employed, constant prices",Annual growth/change,1977,Percentage,1.634388
Luxembourg,"GDP per person employed, constant prices",Annual growth/change,1978,Percentage,4.674251
Luxembourg,"GDP per person employed, constant prices",Annual growth/change,1979,Percentage,1.8244369999999999
Luxembourg,"GDP per person employed, constant prices",Annual growth/change,1980,Percentage,0.139708
Luxembourg,"GDP per person employed, constant prices",Annual growth/change,1981,Percentage,-0.8642690000000001
Luxembourg,"GDP per person employed, constant prices",Annual growth/change,1982,Percentage,1.386841
Luxembourg,"GDP per person employed, constant prices",Annual growth/change,1983,Percentage,3.3154
Luxembourg,"GDP per person employed, constant prices",Annual growth/change,1984,Percentage,5.584748
Luxembourg,"GDP per person employed, constant prices",Annual growth/change,1985,Percentage,1.260358
Luxembourg,"GDP per person employed, constant prices",Annual growth/change,1986,Percentage,7.449431
Luxembourg,"GDP per person employed, constant prices",Annual growth/change,1987,Percentage,1.1895930000000001
Luxembourg,"GDP per person employed, constant prices",Annual growth/change,1988,Percentage,5.29329
Luxembourg,"GDP per person employed, constant prices",Annual growth/change,1989,Percentage,6.148269
Luxembourg,"GDP per person employed, constant prices",Annual growth/change,1990,Percentage,1.064581
Luxembourg,"GDP per person employed, constant prices",Annual growth/change,1991,Percentage,4.478385
Luxembourg,"GDP per person employed, constant prices",Annual growth/change,1992,Percentage,-0.915799
Luxembourg,"GDP per person employed, constant prices",Annual growth/change,1993,Percentage,2.367204
Luxembourg,"GDP per person employed, constant prices",Annual growth/change,1994,Percentage,1.103097
Luxembourg,"GDP per person employed, constant prices",Annual growth/change,1995,Percentage,3.103132
Luxembourg,"GDP per person employed, constant prices",Annual growth/change,1996,Percentage,-1.180998
Luxembourg,"GDP per person employed, constant prices",Annual growth/change,1997,Percentage,2.243838
Luxembourg,"GDP per person employed, constant prices",Annual growth/change,1998,Percentage,1.5899889999999999
Luxembourg,"GDP per person employed, constant prices",Annual growth/change,1999,Percentage,3.5206470000000003
Luxembourg,"GDP per person employed, constant prices",Annual growth/change,2000,Percentage,2.792271
Luxembourg,"GDP per person employed, constant prices",Annual growth/change,2001,Percentage,-3.00948
Luxembourg,"GDP per person employed, constant prices",Annual growth/change,2002,Percentage,0.903332
Luxembourg,"GDP per person employed, constant prices",Annual growth/change,2003,Percentage,-0.213914
Luxembourg,"GDP per person employed, constant prices",Annual growth/change,2004,Percentage,1.22875
Luxembourg,"GDP per person employed, constant prices",Annual growth/change,2005,Percentage,0.390006
Luxembourg,"GDP per person employed, constant prices",Annual growth/change,2006,Percentage,1.296044
Luxembourg,"GDP per person employed, constant prices",Annual growth/change,2007,Percentage,3.78484
Luxembourg,"GDP per person employed, constant prices",Annual growth/change,2008,Percentage,-5.773272
Luxembourg,"GDP per person employed, constant prices",Annual growth/change,2009,Percentage,-5.350989
Luxembourg,"GDP per person employed, constant prices",Annual growth/change,2010,Percentage,2.987901
Luxembourg,"GDP per person employed, constant prices",Annual growth/change,2011,Percentage,-0.399289
Luxembourg,"GDP per person employed, constant prices",Annual growth/change,2012,Percentage,-2.710611
Luxembourg,"GDP per person employed, constant prices",Annual growth/change,2013,Percentage,1.7940080000000003
Luxembourg,"GDP per person employed, constant prices",Annual growth/change,2014,Percentage,1.6929889999999999
Luxembourg,"GDP per person employed, constant prices",Annual growth/change,2015,Percentage,1.694404
Luxembourg,"GDP per person employed, constant prices",Annual growth/change,2016,Percentage,1.5085
Luxembourg,"GDP per person employed, constant prices",Annual growth/change,2017,Percentage,-1.5687360000000001
Luxembourg,"GDP per person employed, constant prices",Annual growth/change,2018,Percentage,-0.5815899999999999
Luxembourg,"GDP per person employed, constant prices",Annual growth/change,2019,Percentage,-1.280642
Korea,Average hours worked per person employed,Annual growth/change,1971,Percentage,-0.200153
Korea,Average hours worked per person employed,Annual growth/change,1972,Percentage,-0.200981
Korea,Average hours worked per person employed,Annual growth/change,1973,Percentage,-0.198905
Korea,Average hours worked per person employed,Annual growth/change,1974,Percentage,-0.199901
Korea,Average hours worked per person employed,Annual growth/change,1975,Percentage,-0.20013
Korea,Average hours worked per person employed,Annual growth/change,1976,Percentage,-0.20122
Korea,Average hours worked per person employed,Annual growth/change,1977,Percentage,-0.198435
Korea,Average hours worked per person employed,Annual growth/change,1978,Percentage,-0.200903
Korea,Average hours worked per person employed,Annual growth/change,1979,Percentage,-0.19758399999999998
Korea,Average hours worked per person employed,Annual growth/change,1980,Percentage,-0.206304
Korea,Average hours worked per person employed,Annual growth/change,1981,Percentage,0.558659
Korea,Average hours worked per person employed,Annual growth/change,1982,Percentage,0.45138900000000004
Korea,Average hours worked per person employed,Annual growth/change,1983,Percentage,0.6221909999999999
Korea,Average hours worked per person employed,Annual growth/change,1984,Percentage,-0.13741
Korea,Average hours worked per person employed,Annual growth/change,1985,Percentage,-0.859993
Korea,Average hours worked per person employed,Annual growth/change,1986,Percentage,1.006246
Korea,Average hours worked per person employed,Annual growth/change,1987,Percentage,-1.064926
Korea,Average hours worked per person employed,Annual growth/change,1988,Percentage,-1.597222
Korea,Average hours worked per person employed,Annual growth/change,1989,Percentage,-3.634439
Korea,Average hours worked per person employed,Annual growth/change,1990,Percentage,-1.977298
Korea,Average hours worked per person employed,Annual growth/change,1991,Percentage,-0.597684
Korea,Average hours worked per person employed,Annual growth/change,1992,Percentage,-0.826757
Korea,Average hours worked per person employed,Annual growth/change,1993,Percentage,0.644183
Korea,Average hours worked per person employed,Annual growth/change,1994,Percentage,-0.5841270000000001
Korea,Average hours worked per person employed,Annual growth/change,1995,Percentage,0.26852
Korea,Average hours worked per person employed,Annual growth/change,1996,Percentage,-0.373393
Korea,Average hours worked per person employed,Annual growth/change,1997,Percentage,-2.114672
Korea,Average hours worked per person employed,Annual growth/change,1998,Percentage,-3.688109
Korea,Average hours worked per person employed,Annual growth/change,1999,Percentage,0.294978
Korea,Average hours worked per person employed,Annual growth/change,2000,Percentage,0.56291
Korea,Average hours worked per person employed,Annual growth/change,2001,Percentage,-0.6108399999999999
Korea,Average hours worked per person employed,Annual growth/change,2002,Percentage,-1.762829
Korea,Average hours worked per person employed,Annual growth/change,2003,Percentage,-1.3939979999999998
Korea,Average hours worked per person employed,Annual growth/change,2004,Percentage,-1.398016
Korea,Average hours worked per person employed,Annual growth/change,2005,Percentage,-1.0283930000000001
Korea,Average hours worked per person employed,Annual growth/change,2006,Percentage,-0.499334
Korea,Average hours worked per person employed,Annual growth/change,2007,Percentage,-2.072014
Korea,Average hours worked per person employed,Annual growth/change,2008,Percentage,-3.3571169999999997
Korea,Average hours worked per person employed,Annual growth/change,2009,Percentage,-2.218196
Korea,Average hours worked per person employed,Annual growth/change,2010,Percentage,-0.648143
Korea,Average hours worked per person employed,Annual growth/change,2011,Percentage,-1.258162
Korea,Average hours worked per person employed,Annual growth/change,2012,Percentage,-0.755067
Korea,Average hours worked per person employed,Annual growth/change,2013,Percentage,-0.475512
Korea,Average hours worked per person employed,Annual growth/change,2014,Percentage,-1.424502
Korea,Average hours worked per person employed,Annual growth/change,2015,Percentage,0.337186
Korea,Average hours worked per person employed,Annual growth/change,2016,Percentage,-0.720118
Korea,Average hours worked per person employed,Annual growth/change,2017,Percentage,-2.4177880000000003
Korea,Average hours worked per person employed,Annual growth/change,2018,Percentage,-1.2388540000000001
Russia,Average hours worked per person employed,Annual growth/change,1993,Percentage,0.310398
Russia,Average hours worked per person employed,Annual growth/change,1994,Percentage,-2.269211
Russia,Average hours worked per person employed,Annual growth/change,1995,Percentage,-0.21108200000000002
Russia,Average hours worked per person employed,Annual growth/change,1996,Percentage,0.158646
Russia,Average hours worked per person employed,Annual growth/change,1997,Percentage,3.009504
Russia,Average hours worked per person employed,Annual growth/change,1998,Percentage,-0.256279
Russia,Average hours worked per person employed,Annual growth/change,1999,Percentage,0.924974
Russia,Average hours worked per person employed,Annual growth/change,2000,Percentage,0.9164969999999999
Russia,Average hours worked per person employed,Annual growth/change,2001,Percentage,-0.100908
Russia,Average hours worked per person employed,Annual growth/change,2002,Percentage,0.10101
Russia,Average hours worked per person employed,Annual growth/change,2003,Percentage,0.554995
Russia,Average hours worked per person employed,Annual growth/change,2004,Percentage,0.0
Russia,Average hours worked per person employed,Annual growth/change,2005,Percentage,-0.200702
Russia,Average hours worked per person employed,Annual growth/change,2006,Percentage,0.45248900000000003
Russia,Average hours worked per person employed,Annual growth/change,2007,Percentage,0.05005
Russia,Average hours worked per person employed,Annual growth/change,2008,Percentage,-0.10005
Russia,Average hours worked per person employed,Annual growth/change,2009,Percentage,-1.151728
Russia,Average hours worked per person employed,Annual growth/change,2010,Percentage,0.10131699999999999
Russia,Average hours worked per person employed,Annual growth/change,2011,Percentage,0.151822
Russia,Average hours worked per person employed,Annual growth/change,2012,Percentage,0.151592
Russia,Average hours worked per person employed,Annual growth/change,2013,Percentage,-0.100908
Russia,Average hours worked per person employed,Annual growth/change,2014,Percentage,0.252525
Russia,Average hours worked per person employed,Annual growth/change,2015,Percentage,-0.352645
Russia,Average hours worked per person employed,Annual growth/change,2016,Percentage,-0.202224
Russia,Average hours worked per person employed,Annual growth/change,2017,Percentage,0.253293
Russia,Average hours worked per person employed,Annual growth/change,2018,Percentage,-0.454775
Russia,Average hours worked per person employed,Annual growth/change,2019,Percentage,-0.253807
Slovak Republic,"GDP per hour worked, constant prices",Annual growth/change,1996,Percentage,6.361016
Slovak Republic,"GDP per hour worked, constant prices",Annual growth/change,1997,Percentage,6.424158
Slovak Republic,"GDP per hour worked, constant prices",Annual growth/change,1998,Percentage,5.036306
Slovak Republic,"GDP per hour worked, constant prices",Annual growth/change,1999,Percentage,2.807748
Slovak Republic,"GDP per hour worked, constant prices",Annual growth/change,2000,Percentage,3.218075
Slovak Republic,"GDP per hour worked, constant prices",Annual growth/change,2001,Percentage,3.5104
Slovak Republic,"GDP per hour worked, constant prices",Annual growth/change,2002,Percentage,7.189578999999999
Slovak Republic,"GDP per hour worked, constant prices",Annual growth/change,2003,Percentage,7.8438550000000005
Slovak Republic,"GDP per hour worked, constant prices",Annual growth/change,2004,Percentage,2.83032
Slovak Republic,"GDP per hour worked, constant prices",Annual growth/change,2005,Percentage,3.2995089999999996
Slovak Republic,"GDP per hour worked, constant prices",Annual growth/change,2006,Percentage,5.983527
Slovak Republic,"GDP per hour worked, constant prices",Annual growth/change,2007,Percentage,7.547391
Slovak Republic,"GDP per hour worked, constant prices",Annual growth/change,2008,Percentage,2.155217
Slovak Republic,"GDP per hour worked, constant prices",Annual growth/change,2009,Percentage,-2.86306
Slovak Republic,"GDP per hour worked, constant prices",Annual growth/change,2010,Percentage,5.86981
Slovak Republic,"GDP per hour worked, constant prices",Annual growth/change,2011,Percentage,1.755739
Slovak Republic,"GDP per hour worked, constant prices",Annual growth/change,2012,Percentage,2.070176
Slovak Republic,"GDP per hour worked, constant prices",Annual growth/change,2013,Percentage,2.4578860000000002
Slovak Republic,"GDP per hour worked, constant prices",Annual growth/change,2014,Percentage,2.015311
Slovak Republic,"GDP per hour worked, constant prices",Annual growth/change,2015,Percentage,3.113717
Slovak Republic,"GDP per hour worked, constant prices",Annual growth/change,2016,Percentage,0.556492
Slovak Republic,"GDP per hour worked, constant prices",Annual growth/change,2017,Percentage,2.364976
Slovak Republic,"GDP per hour worked, constant prices",Annual growth/change,2018,Percentage,2.440467
Slovak Republic,"GDP per hour worked, constant prices",Annual growth/change,2019,Percentage,1.673375
Canada,"GDP per capita, constant prices",Annual growth/change,1971,Percentage,2.635985
Canada,"GDP per capita, constant prices",Annual growth/change,1972,Percentage,4.2919599999999996
Canada,"GDP per capita, constant prices",Annual growth/change,1973,Percentage,5.537503
Canada,"GDP per capita, constant prices",Annual growth/change,1974,Percentage,1.848525
Canada,"GDP per capita, constant prices",Annual growth/change,1975,Percentage,-0.008761
Canada,"GDP per capita, constant prices",Annual growth/change,1976,Percentage,4.494598000000001
Canada,"GDP per capita, constant prices",Annual growth/change,1977,Percentage,2.234715
Canada,"GDP per capita, constant prices",Annual growth/change,1978,Percentage,2.656504
Canada,"GDP per capita, constant prices",Annual growth/change,1979,Percentage,2.689803
Canada,"GDP per capita, constant prices",Annual growth/change,1980,Percentage,0.8466030000000001
Canada,"GDP per capita, constant prices",Annual growth/change,1981,Percentage,2.205718
Canada,"GDP per capita, constant prices",Annual growth/change,1982,Percentage,-4.332147
Canada,"GDP per capita, constant prices",Annual growth/change,1983,Percentage,1.592134
Canada,"GDP per capita, constant prices",Annual growth/change,1984,Percentage,4.913349
Canada,"GDP per capita, constant prices",Annual growth/change,1985,Percentage,3.784696
Canada,"GDP per capita, constant prices",Annual growth/change,1986,Percentage,1.1346399999999999
Canada,"GDP per capita, constant prices",Annual growth/change,1987,Percentage,2.710105
Canada,"GDP per capita, constant prices",Annual growth/change,1988,Percentage,3.065043
Canada,"GDP per capita, constant prices",Annual growth/change,1989,Percentage,0.49758500000000006
Canada,"GDP per capita, constant prices",Annual growth/change,1990,Percentage,-1.334144
Canada,"GDP per capita, constant prices",Annual growth/change,1991,Percentage,-3.2953919999999997
Canada,"GDP per capita, constant prices",Annual growth/change,1992,Percentage,-0.287031
Canada,"GDP per capita, constant prices",Annual growth/change,1993,Percentage,1.538861
Canada,"GDP per capita, constant prices",Annual growth/change,1994,Percentage,3.3562269999999996
Canada,"GDP per capita, constant prices",Annual growth/change,1995,Percentage,1.636809
Canada,"GDP per capita, constant prices",Annual growth/change,1996,Percentage,0.5624680000000001
Canada,"GDP per capita, constant prices",Annual growth/change,1997,Percentage,3.2488490000000003
Canada,"GDP per capita, constant prices",Annual growth/change,1998,Percentage,3.037476
Canada,"GDP per capita, constant prices",Annual growth/change,1999,Percentage,4.311569
Canada,"GDP per capita, constant prices",Annual growth/change,2000,Percentage,4.202683
Canada,"GDP per capita, constant prices",Annual growth/change,2001,Percentage,0.6901609999999999
Canada,"GDP per capita, constant prices",Annual growth/change,2002,Percentage,1.903852
Canada,"GDP per capita, constant prices",Annual growth/change,2003,Percentage,0.8880299999999999
Canada,"GDP per capita, constant prices",Annual growth/change,2004,Percentage,2.1296310000000003
Canada,"GDP per capita, constant prices",Annual growth/change,2005,Percentage,2.234059
Canada,"GDP per capita, constant prices",Annual growth/change,2006,Percentage,1.602575
Canada,"GDP per capita, constant prices",Annual growth/change,2007,Percentage,1.085367
Canada,"GDP per capita, constant prices",Annual growth/change,2008,Percentage,-0.083592
Canada,"GDP per capita, constant prices",Annual growth/change,2009,Percentage,-4.028003
Canada,"GDP per capita, constant prices",Annual growth/change,2010,Percentage,1.950048
Canada,"GDP per capita, constant prices",Annual growth/change,2011,Percentage,2.141536
Canada,"GDP per capita, constant prices",Annual growth/change,2012,Percentage,0.6620010000000001
Canada,"GDP per capita, constant prices",Annual growth/change,2013,Percentage,1.253614
Canada,"GDP per capita, constant prices",Annual growth/change,2014,Percentage,1.8410259999999998
Canada,"GDP per capita, constant prices",Annual growth/change,2015,Percentage,-0.089286
Canada,"GDP per capita, constant prices",Annual growth/change,2016,Percentage,-0.13584300000000002
Canada,"GDP per capita, constant prices",Annual growth/change,2017,Percentage,1.9459099999999998
Canada,"GDP per capita, constant prices",Annual growth/change,2018,Percentage,0.597464
Canada,"GDP per capita, constant prices",Annual growth/change,2019,Percentage,0.218665
Estonia,"GDP per hour worked, constant prices",Annual growth/change,2001,Percentage,5.778441
Estonia,"GDP per hour worked, constant prices",Annual growth/change,2002,Percentage,6.7068460000000005
Estonia,"GDP per hour worked, constant prices",Annual growth/change,2003,Percentage,5.032433
Estonia,"GDP per hour worked, constant prices",Annual growth/change,2004,Percentage,6.742195
Estonia,"GDP per hour worked, constant prices",Annual growth/change,2005,Percentage,5.883136
Estonia,"GDP per hour worked, constant prices",Annual growth/change,2006,Percentage,4.9945900000000005
Estonia,"GDP per hour worked, constant prices",Annual growth/change,2007,Percentage,7.5422139999999995
Estonia,"GDP per hour worked, constant prices",Annual growth/change,2008,Percentage,-3.425071
Estonia,"GDP per hour worked, constant prices",Annual growth/change,2009,Percentage,2.330263
Estonia,"GDP per hour worked, constant prices",Annual growth/change,2010,Percentage,5.60916
Estonia,"GDP per hour worked, constant prices",Annual growth/change,2011,Percentage,-1.479062
Estonia,"GDP per hour worked, constant prices",Annual growth/change,2012,Percentage,3.2256560000000003
Estonia,"GDP per hour worked, constant prices",Annual growth/change,2013,Percentage,1.168387
Estonia,"GDP per hour worked, constant prices",Annual growth/change,2014,Percentage,2.551189
Estonia,"GDP per hour worked, constant prices",Annual growth/change,2015,Percentage,-0.5508
Estonia,"GDP per hour worked, constant prices",Annual growth/change,2016,Percentage,2.657578
Estonia,"GDP per hour worked, constant prices",Annual growth/change,2017,Percentage,2.678169
Estonia,"GDP per hour worked, constant prices",Annual growth/change,2018,Percentage,5.70066
Estonia,"GDP per hour worked, constant prices",Annual growth/change,2019,Percentage,4.475187
Belgium,"GDP per person employed, constant prices",Annual growth/change,1971,Percentage,3.056506
Belgium,"GDP per person employed, constant prices",Annual growth/change,1972,Percentage,5.482246
Belgium,"GDP per person employed, constant prices",Annual growth/change,1973,Percentage,5.1882019999999995
Belgium,"GDP per person employed, constant prices",Annual growth/change,1974,Percentage,2.666079
Belgium,"GDP per person employed, constant prices",Annual growth/change,1975,Percentage,0.12020399999999999
Belgium,"GDP per person employed, constant prices",Annual growth/change,1976,Percentage,6.219254
Belgium,"GDP per person employed, constant prices",Annual growth/change,1977,Percentage,1.032432
Belgium,"GDP per person employed, constant prices",Annual growth/change,1978,Percentage,2.758931
Belgium,"GDP per person employed, constant prices",Annual growth/change,1979,Percentage,1.413661
Belgium,"GDP per person employed, constant prices",Annual growth/change,1980,Percentage,4.618918
Belgium,"GDP per person employed, constant prices",Annual growth/change,1981,Percentage,1.591497
Belgium,"GDP per person employed, constant prices",Annual growth/change,1982,Percentage,1.916218
Belgium,"GDP per person employed, constant prices",Annual growth/change,1983,Percentage,1.630132
Belgium,"GDP per person employed, constant prices",Annual growth/change,1984,Percentage,2.5154360000000002
Belgium,"GDP per person employed, constant prices",Annual growth/change,1985,Percentage,1.157235
Belgium,"GDP per person employed, constant prices",Annual growth/change,1986,Percentage,1.17432
Belgium,"GDP per person employed, constant prices",Annual growth/change,1987,Percentage,1.575101
Belgium,"GDP per person employed, constant prices",Annual growth/change,1988,Percentage,2.724591
Belgium,"GDP per person employed, constant prices",Annual growth/change,1989,Percentage,1.8999720000000002
Belgium,"GDP per person employed, constant prices",Annual growth/change,1990,Percentage,2.024282
Belgium,"GDP per person employed, constant prices",Annual growth/change,1991,Percentage,1.508248
Belgium,"GDP per person employed, constant prices",Annual growth/change,1992,Percentage,1.6599689999999998
Belgium,"GDP per person employed, constant prices",Annual growth/change,1993,Percentage,-0.320363
Belgium,"GDP per person employed, constant prices",Annual growth/change,1994,Percentage,3.666697
Belgium,"GDP per person employed, constant prices",Annual growth/change,1995,Percentage,1.670736
Belgium,"GDP per person employed, constant prices",Annual growth/change,1996,Percentage,1.055049
Belgium,"GDP per person employed, constant prices",Annual growth/change,1997,Percentage,3.092013
Belgium,"GDP per person employed, constant prices",Annual growth/change,1998,Percentage,0.20427599999999999
Belgium,"GDP per person employed, constant prices",Annual growth/change,1999,Percentage,2.134304
Belgium,"GDP per person employed, constant prices",Annual growth/change,2000,Percentage,1.672477
Belgium,"GDP per person employed, constant prices",Annual growth/change,2001,Percentage,-0.26666
Belgium,"GDP per person employed, constant prices",Annual growth/change,2002,Percentage,1.475488
Belgium,"GDP per person employed, constant prices",Annual growth/change,2003,Percentage,1.132413
Belgium,"GDP per person employed, constant prices",Annual growth/change,2004,Percentage,2.558296
Belgium,"GDP per person employed, constant prices",Annual growth/change,2005,Percentage,0.87546
Belgium,"GDP per person employed, constant prices",Annual growth/change,2006,Percentage,1.408506
Belgium,"GDP per person employed, constant prices",Annual growth/change,2007,Percentage,1.9778380000000002
Belgium,"GDP per person employed, constant prices",Annual growth/change,2008,Percentage,-1.309714
Belgium,"GDP per person employed, constant prices",Annual growth/change,2009,Percentage,-1.858312
Belgium,"GDP per person employed, constant prices",Annual growth/change,2010,Percentage,2.207203
Belgium,"GDP per person employed, constant prices",Annual growth/change,2011,Percentage,0.352121
Belgium,"GDP per person employed, constant prices",Annual growth/change,2012,Percentage,0.311809
Belgium,"GDP per person employed, constant prices",Annual growth/change,2013,Percentage,0.754502
Belgium,"GDP per person employed, constant prices",Annual growth/change,2014,Percentage,1.176834
Belgium,"GDP per person employed, constant prices",Annual growth/change,2015,Percentage,1.144452
Belgium,"GDP per person employed, constant prices",Annual growth/change,2016,Percentage,0.21939899999999998
Belgium,"GDP per person employed, constant prices",Annual growth/change,2017,Percentage,0.27173600000000003
Belgium,"GDP per person employed, constant prices",Annual growth/change,2018,Percentage,0.10345399999999999
Belgium,"GDP per person employed, constant prices",Annual growth/change,2019,Percentage,-0.186885
South Africa,"GDP per person employed, constant prices",Annual growth/change,1971,Percentage,3.608725
South Africa,"GDP per person employed, constant prices",Annual growth/change,1972,Percentage,1.030781
South Africa,"GDP per person employed, constant prices",Annual growth/change,1973,Percentage,3.8808949999999998
South Africa,"GDP per person employed, constant prices",Annual growth/change,1974,Percentage,5.41445
South Africa,"GDP per person employed, constant prices",Annual growth/change,1975,Percentage,1.032222
South Africa,"GDP per person employed, constant prices",Annual growth/change,1976,Percentage,1.5875569999999999
South Africa,"GDP per person employed, constant prices",Annual growth/change,1977,Percentage,-0.772179
South Africa,"GDP per person employed, constant prices",Annual growth/change,1978,Percentage,2.296668
South Africa,"GDP per person employed, constant prices",Annual growth/change,1979,Percentage,3.097505
South Africa,"GDP per person employed, constant prices",Annual growth/change,1980,Percentage,5.8780660000000005
South Africa,"GDP per person employed, constant prices",Annual growth/change,1981,Percentage,2.921827
South Africa,"GDP per person employed, constant prices",Annual growth/change,1982,Percentage,-2.710497
South Africa,"GDP per person employed, constant prices",Annual growth/change,1983,Percentage,-4.1358760000000006
South Africa,"GDP per person employed, constant prices",Annual growth/change,1984,Percentage,2.6330419999999997
South Africa,"GDP per person employed, constant prices",Annual growth/change,1985,Percentage,-3.539646
South Africa,"GDP per person employed, constant prices",Annual growth/change,1986,Percentage,-1.373609
South Africa,"GDP per person employed, constant prices",Annual growth/change,1987,Percentage,-2.773886
